Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
"Korea, Rep.",KOR,East Asia & Pacific,High income,2004,4332.667741472,48082519,10.030183860,0.770203659,22947.223162682,7390.794147037,100,64.672589317
Kuwait,KWT,Middle East & North Africa,High income,2004,10583.844028300,2207939,28.775451677,0,75528.223525721,16629.988419064,100,0.303591462
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2004,,5664605,0.245994204,77.651732991,2548.398910968,,53.890853882,72.794500447
Lebanon,LBN,Middle East & North Africa,Upper middle income,2004,1368.529019610,3863267,4.348269742,6.516104916,10735.091900690,2847.848724926,99.9,13.235581026
Liberia,LBR,Sub-Saharan Africa,Low income,2004,,3176414,0.193947011,90.184062723,780.448997042,,0.011186852,46.812707641
Libya,LBY,Middle East & North Africa,Upper middle income,2004,3144.408379039,5704759,8.827526456,1.865917485,20392.476154171,3109.158511341,99.066741943,0.123327688
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2004,739.594825302,162251,2.192276165,2.538666823,9658.684188813,,91.212364197,34.360654237
Liechtenstein,LIE,Europe & Central Asia,High income,2004,,34596,,,,,100,43.125000596
Sri Lanka,LKA,South Asia,Lower middle income,2004,454.149218858,19372538,0.634873861,61.608701839,5299.684029216,354.625707793,75.833732605,34.010525416
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2004,14.479802744,1933728,1.025918330,55.410746531,1646.846468976,,6.8,1.409749645
Lithuania,LTU,Europe & Central Asia,High income,2004,2779.195901779,3377075,3.922093528,18.066803278,13031.461741168,3196.849344477,100,33.516273912
Luxembourg,LUX,Europe & Central Asia,High income,2004,9387.437103658,458095,24.599026403,1.362008875,64074.505150086,16300.112422096,100,35.679011090
Latvia,LVA,Europe & Central Asia,High income,2004,1961.104615659,2263122,3.271442282,36.112475473,12214.413228422,2607.459960179,100,52.829763928
"Macao SAR, China",MAC,East Asia & Pacific,High income,2004,,471453,3.640142284,23.496852676,52457.402846026,,100,
St. Martin (French part),MAF,Latin America & Caribbean,High income,2004,,27514,,,,,58.058124542,18.382352941
Morocco,MAR,Middle East & North Africa,Lower middle income,2004,464.679796092,30179285,1.435121375,23.505417905,4530.823690116,610.982003053,78.2,11.918888421
Monaco,MCO,Europe & Central Asia,High income,2004,,33314,,,,,100,
Moldova,MDA,Europe & Central Asia,Lower middle income,2004,936.966019182,3603945,1.263730162,4.850144156,2647.756644019,1960.906728599,99.1,10.802920079
Madagascar,MDG,Sub-Saharan Africa,Low income,2004,,17802997,0.101546442,79.856226371,1180.242606611,,14.834046364,22.139491694
Maldives,MDV,South Asia,Upper middle income,2004,805.352696160,310423,2.149950229,1.526533676,9458.807575545,,90.039161682,3.333333333
Mexico,MEX,Latin America & Caribbean,Upper middle income,2004,1562.085315241,106995583,4.124551403,10.213292748,11506.782541126,1882.395462998,98.597701,34.588133215
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2004,556.899796444,52074,1.690056458,18.397990589,2711.232217847,,74.285598755,70.222224130
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2004,1335.124088074,2057047,5.440655464,18.202209589,7080.120181939,3143.340915400,98.211517334,38.206841352
Mali,MLI,Sub-Saharan Africa,Low income,2004,,12391906,0.070724633,85.844208430,1472.481882389,,16.227479935,4.576336472
Malta,MLT,Middle East & North Africa,High income,2004,2066.583928945,401268,6.415248662,0.119495426,21401.102821921,4797.292582513,100,1.093749981
Myanmar,MMR,East Asia & Pacific,Lower middle income,2004,308.812028995,48073707,0.258661081,80.268362209,1742.632258003,81.333440752,47.082530975,51.468272225
Montenegro,MNE,Europe & Central Asia,Upper middle income,2004,,613353,,,7835.130599189,,99.461936951,46.542750929
Mongolia,MNG,East Asia & Pacific,Lower middle income,2004,1041.512204265,2496832,3.424917656,5.744707055,4921.366946240,1195.915464076,75.399787903,7.331419324
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2004,,65663,,0,,,100,68.065216230
Mozambique,MOZ,Sub-Saharan Africa,Low income,2004,412.287531375,20312705,0.094596362,92.915873664,606.771379898,440.020174566,10.817912102,51.248506805
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2004,,3042823,0.504949844,38.590099645,2431.841422506,,24.152069092,0.268749394
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2004,919.797903854,1221003,2.531755450,19.083074422,10664.051137527,1614.246648043,98.921081543,19.182265333
Malawi,MWI,Sub-Saharan Africa,Low income,2004,,12676038,0.073478637,82.285756859,721.969678682,,6.9,36.434026305
Malaysia,MYS,East Asia & Pacific,Upper middle income,2004,2407.062947094,25174109,6.507753343,5.169039721,15507.315652422,2986.322177281,97.813591003,64.009128652
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2004,608.710410167,2009228,0.976417311,32.107096484,6250.797543962,1380.132070626,39.460056305,9.395474493
New Caledonia,NCL,East Asia & Pacific,High income,2004,,228750,11.061114754,4.849774833,,,100,45.897155361
Niger,NER,Sub-Saharan Africa,Low income,2004,130.648315093,13127012,0.062015179,87.045764270,653.608895762,33.518671271,9.719666481,1.009236618
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2004,748.341317659,135393616,0.770377150,83.966701021,3425.934593881,123.565648767,46.421852112,12.625140935
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2004,530.303484018,5309703,0.833581276,53.784086304,3150.697992729,396.632354013,74.818527222,29.366794083
Netherlands,NLD,Europe & Central Asia,High income,2004,5085.885700819,16281779,11.352269000,2.239479432,35428.394312645,6882.970220883,100,10.781990521
Norway,NOR,Europe & Central Asia,High income,2004,5769.326707187,4591910,9.287466436,56.871606593,42501.624777048,24214.106983804,100,33.118136678
Nepal,NPL,South Asia,Low income,2004,348.978636398,25309449,0.105477444,90.297010456,1422.473507959,74.754689444,37.2,25.732822106
Nauru,NRU,East Asia & Pacific,Upper middle income,2004,,10126,6.518467312,0,,,99.628936768,0
New Zealand,NZL,East Asia & Pacific,High income,2004,4239.645749235,4087500,8.453612477,30.555353172,25085.501496386,9666.299694190,100,38.639627038
Oman,OMN,Middle East & North Africa,High income,2004,3602.624561765,2444751,11.447605094,0,35843.880548301,3830.655964554,,0.006462036
Pakistan,PAK,South Asia,Lower middle income,2004,489.370746709,150780300,0.872801659,47.509691201,3282.315891501,429.107781322,80.980514526,2.522831114
Panama,PAN,Latin America & Caribbean,High income,2004,799.276106340,3269541,1.775436063,33.379022193,9785.957928446,1424.053101032,83.687850952,64.554748453
Peru,PER,Latin America & Caribbean,Upper middle income,2004,472.066271373,27273194,1.169484073,32.606978964,6240.731543557,802.839594072,75.692357,59.102966309
Philippines,PHL,East Asia & Pacific,Lower middle income,2004,458.078286773,84678493,0.874673880,31.313189023,4008.678641587,575.470798707,77.588691711,23.693195485
Palau,PLW,East Asia & Pacific,High income,2004,,19804,12.776358311,0,11560.203324300,,98.380249023,87.304347494
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2004,,6161517,0.728458268,57.479489328,2240.966338649,,14.639082909,74.170385508
Poland,POL,Europe & Central Asia,High income,2004,2383.055679683,38182222,7.972715810,7.310031005,13345.879619340,3416.118632383,100,29.940912756
Puerto Rico,PRI,Latin America & Caribbean,High income,2004,,3826878,,0.571783715,31089.754001380,,100,51.895151923
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2004,863.791598120,23729498,3.049253044,9.372857770,,779.620369550,18.294923782,53.365997880
Portugal,PRT,Europe & Central Asia,High income,2004,2462.985058653,10483861,6.023137850,19.869325378,21483.319298771,4533.539694965,100,36.124589097
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2004,701.889987973,5703740,0.716846315,66.733283494,6917.880004492,828.228495689,93.249876,46.950917718
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2004,,3236626,0.576681705,23.083304602,3592.666868183,,99.140571594,1.519933491
French Polynesia,PYF,East Asia & Pacific,High income,2004,,251775,3.029435011,7.854181207,,,100,34.153005464
Qatar,QAT,Middle East & North Africa,High income,2004,21959.436255938,758855,56.590833558,0,100426.546128583,16231.032278894,100,0
Romania,ROU,Europe & Central Asia,Upper middle income,2004,1803.463242250,21451748,4.517307494,17.275321240,9131.091692077,2295.570505490,100,27.765217391
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2004,4493.695387149,144067054,11.120626976,3.554391407,10231.426449768,5633.855746089,100,49.378812672
Rwanda,RWA,Sub-Saharan Africa,Low income,2004,,8818438,0.059879992,87.542136619,840.752517541,,8.503006935,15.273611179
Saudi Arabia,SAU,Middle East & North Africa,High income,2004,5157.480361739,23228890,17.040603963,0.008721059,38293.235427116,6326.087901746,100,0.454484135
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2004,377.398458760,30186341,0.294220660,75.383329229,2237.188410665,64.526566350,32.922561646,
Senegal,SEN,Sub-Saharan Africa,Low income,2004,249.750820194,10955944,0.477622832,40.798122196,2217.621902592,138.463650417,36.8,45.281254869
Singapore,SGP,East Asia & Pacific,High income,2004,7370.652877218,4166664,6.833825574,0.525078849,50918.822480592,8314.325321168,100,23.730043569
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2004,126.548031524,458324,0.352039169,65.752078023,1409.804190078,,16.652976990,80.257231238
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2004,,5439695,0.117970769,85.740156667,911.447683923,,16.8,39.395955911
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2004,730.132857839,6000775,1.060848307,47.389628091,5009.562945656,692.743853919,87.357045,15.135135430
San Marino,SMR,Europe & Central Asia,High income,2004,,28866,,,71351.921009834,,100,0
Somalia,SOM,Sub-Saharan Africa,Low income,2004,,10116228,0.058722876,92.997959920,,,11.340922356,11.489463138
Serbia,SRB,Europe & Central Asia,Upper middle income,2004,2424.404444393,7463157,,14.865371692,8064.475355667,4258.251568338,99.687438965,28.310084610
South Sudan,SSD,Sub-Saharan Africa,Low income,2004,,7787655,,,,,0.011315047,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2004,250.050997243,151969,0.482598425,48.922044502,1837.457261630,,54.902015686,58.333333333
Suriname,SUR,Latin America & Caribbean,Upper middle income,2004,1117.535401009,493630,3.164601017,25.995358557,9965.641004887,2593.035269331,94.622184753,98.557692308
Slovak Republic,SVK,Europe & Central Asia,High income,2004,3416.247850075,5372280,7.212801455,6.247301565,15193.618375064,5097.835555853,100,40.120583136
Slovenia,SVN,Europe & Central Asia,High income,2004,3571.194865129,1997012,7.884828934,15.410552120,22785.020077269,6830.705073380,100,61.618669315
Sweden,SWE,Europe & Central Asia,High income,2004,5847.344163266,8993531,6.062241404,35.823312478,33540.019513554,15420.973141695,100,68.740556612
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2004,370.758310328,1095053,0.940983678,48.826750511,5544.022446085,,32.867782593,31.186047931
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2004,,32488,,,,,100,
Seychelles,SYC,Sub-Saharan Africa,High income,2004,3103.970900273,82475,8.936853592,0.402888851,14161.515403961,,95.251060486,88.413039498
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2004,970.917980138,17806638,2.869902336,2.602215279,,1399.197310576,91.431411743,2.479708080
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2004,,25028,4.102445261,0.599648675,,,93.107055664,36.210527922
Chad,TCD,Sub-Saharan Africa,Low income,2004,,9710043,0.038897974,92.122341995,1366.996011392,,3.5,4.906289708
Togo,TGO,Sub-Saharan Africa,Low income,2004,420.450952355,5534598,0.252435136,76.142082958,990.572263907,106.060096867,24.756015778,7.464607465
Thailand,THA,East Asia & Pacific,Upper middle income,2004,1481.414599447,65002231,3.741227066,20.024668221,9604.710478250,1827.044982502,91.302543640,31.870265997
Tajikistan,TJK,Europe & Central Asia,Low income,2004,349.274919516,6712841,0.381840267,61.426748822,1407.904930354,2143.950676025,98.730705261,2.929408402
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2004,3915.202795936,4703398,9.895306330,0.075111705,5010.761803646,1913.722802110,99.599876404,8.782159045
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2004,58.192150481,996698,0.176599130,44.037191816,4114.570417277,,30.321069717,54.418292684
Tonga,TON,East Asia & Pacific,Upper middle income,2004,567.695157660,100406,1.095651654,2.148452529,4227.460214036,,88.052978516,12.5
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2004,10876.637208600,1290535,25.905565521,0.625189963,21572.513516862,4697.276710821,94.623352051,44.974659107
Tunisia,TUN,Middle East & North Africa,Lower middle income,2004,844.786391472,10017601,2.225984744,13.920608502,7400.072074550,1035.078158932,99,5.789135070
Turkey,TUR,Europe & Central Asia,Upper middle income,2004,1204.721938943,67007855,3.364105462,16.772393018,10864.439184678,1891.927446417,96.730949402,13.728934937
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2004,,9894,1.111885992,0,2613.582618481,,95.329971313,33.333333333
Tanzania,TZA,Sub-Saharan Africa,Low income,2004,430.498350012,38249984,0.114084492,91.727496325,1495.394345991,77.986960727,11.4,56.807405735
Uganda,UGA,Sub-Saharan Africa,Low income,2004,,27568436,0.063048843,93.921027185,1027.032301109,,10.848390579,17.601721636
Ukraine,UKR,Europe & Central Asia,Lower middle income,2004,3031.499549014,47451600,7.236767886,1.189750498,6042.184783862,3151.147695757,99.539108276,16.504988435
Uruguay,URY,Latin America & Caribbean,High income,2004,863.101125840,3324096,1.687830315,38.317935573,10421.035728948,1928.945493752,98.306114197,8.521197605
United States,USA,North America,High income,2004,7881.578642064,292805298,19.658371182,5.477656518,41921.809761789,13388.589710559,100,33.236790160
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2004,1964.132096882,25864350,4.879862552,1.853285428,2503.279375461,1765.480284639,99.732154846,7.706628825
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2004,607.964332759,108559,2.026732007,5.855931473,7856.665658650,,85.201667786,66.666666667
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2004,2142.998056195,26327225,5.763354322,13.756377027,11891.624667756,2761.589951087,98.512260437,54.419365753
British Virgin Islands,VGB,Latin America & Caribbean,High income,2004,,22541,5.531165432,0.940319132,,,,24.400000572
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2004,,108467,,0,,,100,54.514285496
Vietnam,VNM,East Asia & Pacific,Lower middle income,2004,466.524688978,83527678,1.084062591,45.989523816,2757.240850212,481.265623115,90.678085327,41.303576612
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2004,146.955810388,204143,0.287406377,64.058508515,2192.458133160,,28.060756683,36.095159967
Samoa,WSM,East Asia & Pacific,Upper middle income,2004,313.232390467,178781,0.840956254,44.620794861,4447.004781286,,91.106529236,60.424028269
Kosovo,XKX,Europe & Central Asia,Lower middle income,2004,1176.064253541,1704622,,24.134093649,5457.172635476,2111.318521056,95.707519531,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2004,308.972672721,20017068,0.943264168,0.911826488,3490.716252016,169.255557307,49.59,1.039831809
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,2662.483456361,48247395,9.330795766,16.760797494,8940.667930322,4498.978649521,80.9,7.617736524
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2004,604.179377903,11731746,0.182853857,89.504728607,2051.607433093,674.579896292,20.3,67.888459036
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2004,717.120024393,12777511,0.742439510,81.581561751,1707.489061395,805.008111517,34.481380463,45.459480419
Aruba,ABW,Latin America & Caribbean,High income,2005,,100031,27.200707781,0.186599450,35184.582710015,,92.407119751,2.333333260
Afghanistan,AFG,South Asia,Low income,2005,,25070798,0.052948215,40.859171217,1001.410406925,,23,2.067824648
Angola,AGO,Sub-Saharan Africa,Lower middle income,2005,430.935067164,19552542,0.979740026,70.954202359,4524.519252668,108.630376552,28.050735474,47.408358065
Albania,ALB,Europe & Central Asia,Upper middle income,2005,719.584378083,3011487,1.412498211,36.869489187,5865.310504458,1722.072849725,100,28.554745417
Andorra,AND,Europe & Central Asia,High income,2005,,78867,7.299871936,16.902436849,,,100,34.042553191
United Arab Emirates,ARE,Middle East & North Africa,High income,2005,9716.633817819,4579562,25.362372646,0.105394829,81736.476923789,12303.141654158,100,4.393128696
Argentina,ARG,Latin America & Caribbean,High income,2005,1709.572352247,39145488,4.141236814,8.957601755,13817.714073788,2392.893914108,96.812995911,11.030113020
Armenia,ARM,Europe & Central Asia,Upper middle income,2005,842.700349081,2981259,1.460030477,6.491173797,4769.489004093,1521.504840740,99.8,11.661397963
American Samoa,ASM,East Asia & Pacific,Upper middle income,2005,,59118,,0,,,,89.399995804
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2005,1534.962410227,89253,4.806998084,0,18065.805080575,,92.2,22.272727706
Australia,AUS,East Asia & Pacific,High income,2005,5564.087169278,20394800,17.169711446,6.711974547,32539.081570517,10458.450193186,100,16.614946045
Austria,AUT,Europe & Central Asia,High income,2005,4085.567650956,8227829,9.020169598,24.174417421,35013.714044342,7977.681597418,100,46.633567450
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2005,1599.960676132,8391850,4.091801927,3.365196156,7169.150431039,2388.388734308,99.210975647,10.612146288
Burundi,BDI,Sub-Saharan Africa,Low income,2005,,7423289,0.020747407,97.291418281,611.805352558,,3.207317073,7.048286604
Belgium,BEL,Europe & Central Asia,High income,2005,5555.615784030,10478617,10.355392987,2.466935523,33332.331349860,8509.997073087,100,22.265522200
Benin,BEN,Sub-Saharan Africa,Low income,2005,313.106308078,7982225,0.299985405,59.190809167,1545.698264911,73.788949823,26.830667496,42.665838950
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2005,,13421930,0.083875344,86.543674128,1127.558743172,,12.012344360,21.743421053
Bangladesh,BGD,South Asia,Lower middle income,2005,158.918538874,143431101,0.275246594,50.775964103,1718.402872989,170.681252736,44.23,11.177690712
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2005,2597.896166744,7658972,6.256282044,9.891330440,10211.274339775,4165.180392356,100,33.606406480
Bahrain,BHR,Middle East & North Africa,High income,2005,11675.406672305,889168,21.601931244,0,38466.562205861,21325.553776114,100,0.608108092
"Bahamas, The",BHS,Latin America & Caribbean,High income,2005,2113.901636755,329249,5.290297009,1.836391251,28849.729955659,,97.510093689,51.448551449
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2005,1332.787786954,3781530,4.285163148,19.735479704,6451.904816945,2379.460165594,99.222679138,42.67578125
Belarus,BLR,Europe & Central Asia,Upper middle income,2005,2768.821538683,9663915,6.122471586,6.153239941,9999.402246381,3245.372087813,100,41.591480550
Belize,BLZ,Latin America & Caribbean,Upper middle income,2005,568.348295132,283277,1.488666570,31.012840573,7003.127272332,,90.267730713,62.101272657
Bermuda,BMU,North America,High income,2005,,64154,9.088334321,0,49877.284108286,,100,18.518518191
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2005,569.220404258,9125409,1.335330942,23.479075284,4180.318267524,482.170169030,68.288209,54.217668236
Brazil,BRA,Latin America & Caribbean,Upper middle income,2005,1152.016339456,186917361,1.858087992,46.347940579,10950.569771534,2007.277429944,97.093513,60.627603749
Barbados,BRB,Latin America & Caribbean,High income,2005,1423.310913145,274009,4.938242904,9.907093465,14394.218759436,,100,14.651163234
Brunei Darussalam,BRN,East Asia & Pacific,High income,2005,6073.836531036,365158,13.707641624,0,73873.290240392,8462.090382793,100,73.814041746
Bhutan,BTN,South Asia,Lower middle income,2005,310.672987745,656639,0.603125919,91.660082742,4026.341875968,,59.808111644,69.671011264
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2005,1005.684181713,1855852,2.207093561,30.764370672,10095.964459533,1419.833047032,37.420875549,21.073527076
Central African Republic,CAF,Sub-Saharan Africa,Low income,2005,,4127910,0.056853953,85.652899365,721.248996621,,7.866103649,35.837426563
Canada,CAN,North America,High income,2005,8404.245914830,32312000,17.251083282,22.248527849,36134.602242308,16912.478336222,100,38.222424564
Switzerland,CHE,Europe & Central Asia,High income,2005,3488.218348109,7437115,5.558350382,19.310909154,40572.263175338,8305.371101563,100,30.796092539
Channel Islands,CHI,Europe & Central Asia,High income,2005,,154294,,,,,100,4.040404256
Chile,CHL,Latin America & Caribbean,High income,2005,1756.598103531,16147064,3.828453643,32.262165839,12774.731224831,3102.483522701,98.088790894,21.575398673
China,CHN,East Asia & Pacific,Upper middle income,2005,1393.691324057,1303720000,4.523178064,18.203818646,5092.559837190,1782.312152916,97.742492676,20.562372134
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2005,524.556613184,18336303,0.426769671,78.069713869,2388.432194983,171.844891525,58.9,32.720125786
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2005,404.949544496,17420795,0.212179525,86.227452704,2519.090010862,189.773199214,47.257022858,44.458547524
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2005,304.347265451,54751476,0.027392924,97.421859177,528.961698433,89.513568547,6,68.676032730
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2005,292.283747996,3718243,0.264306556,63.494594666,4223.074355457,114.301297683,33.8,65.800878477
Colombia,COL,Latin America & Caribbean,Upper middle income,2005,625.697454264,43285634,1.407985384,28.725621258,8192.592836221,895.816843066,96.8,54.259900293
Comoros,COM,Sub-Saharan Africa,Low income,2005,60.494386284,611627,0.227828399,44.281958449,2113.275958071,,51.234321594,22.568510813
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2005,208.611218226,474567,0.927245257,26.612677065,4134.497584381,,67,20.741934575
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2005,910.046068108,4247841,1.616889851,42.060597808,9817.001217858,1736.411508811,99.053051,48.785742264
Cuba,CUB,Latin America & Caribbean,Upper middle income,2005,945.531795503,11284253,2.304659777,26.318363925,,1152.756855062,98.628356934,25.338218715
Curacao,CUW,Latin America & Caribbean,High income,2005,15178.827238519,137658,,0.260307721,,7613.070072208,100,
Cayman Islands,CYM,Latin America & Caribbean,High income,2005,,48622,9.728990992,0,52757.097475373,,100,52.916665872
Cyprus,CYP,Europe & Central Asia,High income,2005,2159.602708294,1027658,7.300757645,3.364850973,28169.556879754,4099.612906239,100,18.706710617
Czech Republic,CZE,Europe & Central Asia,High income,2005,4400.878112852,10211216,11.762450035,7.512847343,21956.383858385,6357.421094608,100,34.260937096
Germany,DEU,Europe & Central Asia,High income,2005,4086.503407287,82469422,9.666372234,6.764551009,31968.467447359,7138.221485292,100,32.641357954
Djibouti,DJI,Middle East & North Africa,Lower middle income,2005,177.464781540,783254,0.529037834,33.094584995,,,54.945167542,0.241587571
Dominica,DMA,Latin America & Caribbean,Upper middle income,2005,580.514534102,70627,1.661460914,9.598865134,7741.836128776,,87.708038330,61.320002238
Denmark,DNK,Europe & Central Asia,High income,2005,3487.631914193,5419432,8.690076931,16.126397831,34150.155795374,6659.000426613,100,13.144002173
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,748.546749219,9237566,2.017778384,19.334792384,8023.782318483,1215.904709098,90.141224,34.195818671
Algeria,DZA,Middle East & North Africa,Upper middle income,2005,973.878947816,33288437,3.222683150,0.584727487,10971.846867372,886.914576374,98.796646118,0.644906665
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,679.822541052,13735233,2.203366408,12.163115420,7664.289272812,799.768012672,95.83265,53.693188252
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2005,800.698282007,76778149,2.177805381,6.491867114,7126.336800292,1241.342767979,99.4,0.067306243
Eritrea,ERI,Sub-Saharan Africa,Low income,2005,191.976985679,3969007,0.193096913,74.859836839,1450.333417297,60.972429628,34.330444336,15.386138614
Spain,ESP,Europe & Central Asia,High income,2005,3251.397132693,43653155,8.097058048,7.289816473,27702.464307366,6111.219223444,100,34.627201194
Estonia,EST,Europe & Central Asia,High income,2005,3846.392943478,1354775,12.367015187,18.861237910,16516.143872546,5531.545828643,100,53.125737202
Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,480.509222539,76727083,0.066718710,95.126578868,652.106061437,33.365011413,14,13
Finland,FIN,Europe & Central Asia,High income,2005,6562.022311448,5246096,10.416438052,31.513349833,31993.407256858,16117.890332163,100,72.697724810
Fiji,FJI,East Asia & Pacific,Upper middle income,2005,703.319595482,821817,1.334157118,43.604805337,6612.747688252,,82.342483521,54.584565395
France,FRA,Europe & Central Asia,High income,2005,4287.157413187,63179351,6.099598855,8.596912157,30498.579294361,7652.864303718,100,28.966847700
Faroe Islands,FRO,Europe & Central Asia,High income,2005,,48285,14.961147354,3.840075699,,,100,0.057306586
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2005,,106196,1.139506196,1.101063920,2898.409605293,,55.233406067,91.414288112
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2005,2140.710100162,1403126,3.483729188,85.240181519,14961.589683920,907.972626835,81.6,85.380525478
United Kingdom,GBR,Europe & Central Asia,High income,2005,3686.359904801,60401206,8.982938536,1.352279738,32436.879587761,6270.984059490,100,12.487083041
Georgia,GEO,Europe & Central Asia,Lower middle income,2005,677.931264916,4190000,1.209497375,41.481611987,4349.768682270,1784.964200477,97.935054122,39.897827025
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2005,273.196478564,21542009,0.324620095,61.425907679,2260.999578643,245.845222700,54.729743958,39.786411180
Gibraltar,GIB,Europe & Central Asia,High income,2005,4705.127006389,32085,12.457628175,0,,4394.576905096,100,0
Guinea,GIN,Sub-Saharan Africa,Low income,2005,,9679745,0.188658482,81.563744567,1339.178018370,,20.2,27.364479896
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2005,74.781679043,1444204,0.203129198,60.037641442,1365.193894480,,30.456267501,46.541501976
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2005,63.005218570,1380838,0.154026758,88.526781135,1191.608218981,,7.982031822,73.684210526
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2005,1649.243315547,757317,6.222090617,7.858435985,27933.465448360,,63.806896210,60.071301248
Greece,GRC,Europe & Central Asia,High income,2005,2753.051200685,10987314,8.980839448,7.723742290,25577.524079560,5297.200025411,100,29.107835531
Grenada,GRD,Latin America & Caribbean,Upper middle income,2005,767.370251289,102949,2.101555139,10.543217298,10590.283704366,,87.633415222,49.970587562
Greenland,GRL,Europe & Central Asia,High income,2005,,56935,10.691525424,6.641492752,,,100,0.000535997
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2005,595.590433985,13096028,0.959869359,57.326345963,5582.002514532,480.680096286,78.265525818,36.748786861
Guam,GUM,East Asia & Pacific,High income,2005,,158402,,0,,,100,46.296296296
Guyana,GUY,Latin America & Caribbean,Upper middle income,2005,659.168568712,750946,1.914204217,43.363538376,4183.814214615,,77.5,84.338328677
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2005,1844.490400986,6813200,6.439263195,0.759139399,36437.427632435,5878.441848177,100,
Honduras,HND,Latin America & Caribbean,Lower middle income,2005,557.403406556,7373430,1.024491994,49.807809037,3291.932099545,580.055686431,68.903309,51.765126463
Croatia,HRV,Europe & Central Asia,High income,2005,2194.354570014,4442000,5.086084421,26.836889700,14836.647989448,3475.911751463,100,34.006433167
Haiti,HTI,Latin America & Caribbean,Low income,2005,367.697015050,9263404,0.224056081,76.898682297,1390.757781983,37.027425340,34.019309998,3.809869376
Hungary,HUN,Europe & Central Asia,High income,2005,2731.039702827,10087065,5.751848927,4.664768951,17081.774344299,3771.364613988,100,22.129226649
