Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita),Population,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Singapore,SGP,East Asia & Pacific,High income,2008,5094.135714457,4839396,7.466761968,0.531735800,63447.481736876,8401.048395296,100,23.357143402
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,,504477,0.370714621,64.299416713,1848.299337235,,26.829710007,79.464092575
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,,6165372,0.107654007,85.274600551,1110.918662013,,12.1,38.309780426
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,736.076995225,6110301,1.071239371,36.933036544,6107.964539874,858.713834228,91.000227,14.276061187
San Marino,SMR,Europe & Central Asia,High income,2008,,30351,,,87503.959453002,,100,0
Somalia,SOM,Sub-Saharan Africa,Low income,2008,,11369276,0.052895892,93.368068028,,,17.278732300,10.999776991
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,2289.995458641,7350222,7.087822517,15.566339565,11921.798427728,4291.843157935,99.621017456,29.935970171
South Sudan,SSD,Sub-Saharan Africa,Low income,2008,,9263136,,,,,1.021752357,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,,166913,0.505299168,46.037558617,2431.922088913,,58.169517517,56.833334764
Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,1165.406834541,515148,3.772721626,28.464872531,12869.775410452,3043.785475242,91.894905090,98.455128205
Slovak Republic,SVK,Europe & Central Asia,High income,2008,3405.692967752,5379233,7.010558568,7.629430259,23691.643875651,5294.435098833,100,40.253637239
Slovenia,SVN,Europe & Central Asia,High income,2008,3836.621785015,2021316,8.586441210,13.852495200,29624.190182507,6920.244039032,100,61.818110980
Sweden,SWE,Europe & Central Asia,High income,2008,5379.959102511,9219637,5.328098275,44.865588132,41853.696180650,14869.348977622,100,68.555344349
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,,1158897,0.946100473,63.942704815,6901.297505042,,43.596603394,32.220930942
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2008,,33964,,,,,100,
Seychelles,SYC,Sub-Saharan Africa,High income,2008,,86956,7.970272322,0.383361292,19274.84812334,,96.678962708,88.413039498
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2008,1136.533358707,20325443,3.329906217,1.272318895,,1584.959304454,94.339340210,2.608364191
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2008,,29481,6.094874665,0.499390185,,,93.726196289,36.210527922
Chad,TCD,Sub-Saharan Africa,Low income,2008,,11133861,0.045780435,90.068436266,1668.577984968,,5.452673912,4.575286051
Togo,TGO,Sub-Saharan Africa,Low income,2008,415.726356406,6161796,0.273159481,76.521934003,1110.404433094,103.541240249,31.901479721,6.004780403
Thailand,THA,East Asia & Pacific,Upper middle income,2008,1624.468440965,66545760,3.793534164,22.491086037,12255.212016535,2104.972578268,95.501411438,31.688622581
Tajikistan,TJK,Europe & Central Asia,Low income,2008,335.693202264,7309728,0.397314921,54.615455287,1911.427564476,1920.454495708,99.146080017,2.929408402
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2008,4587.456404908,4935762,11.514162555,0.074382295,8496.630692970,2316.562265360,99.683265686,8.782159045
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,,1078110,0.187072748,39.587764297,9435.652723381,,41.100101471,51.405516100
Tonga,TON,East Asia & Pacific,Upper middle income,2008,,103005,1.174807048,1.988544372,4568.495013100,,90.780235291,12.5
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,14117.188901695,1315372,33.743585845,0.363114192,30693.868998347,5707.130758447,97.827667236,44.413254647
Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,905.795488874,10407336,2.385393342,14.609288123,9609.707560755,1189.737700407,99.4,6.179196704
Turkey,TUR,Europe & Central Asia,Upper middle income,2008,1401.349136241,70440032,4.031511712,12.415497867,16048.922479590,2421.975049642,98.806900024,14.275170679
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,,10340,1.063926499,0,3143.265766701,,96.450042725,33.333333333
Tanzania,TZA,Sub-Saharan Africa,Low income,2008,441.872021503,43270144,0.141950648,91.048588747,1908.737379518,83.521792763,11.5,55.001128923
Uganda,UGA,Sub-Saharan Africa,Low income,2008,,31663896,0.100754816,92.284208718,1382.487000323,,13.383856773,15.131374317
Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,2910.660899041,46258200,6.723649839,2.724868325,8395.812544713,3534.357151813,99.782707214,16.500034186
Uruguay,URY,Latin America & Caribbean,High income,2008,1239.440507768,3350824,2.466682225,43.275193929,14705.551745490,2586.229536377,98.784355,9.413209919
United States,USA,North America,High income,2008,7488.081920705,304093966,18.461763868,6.845540835,48401.427340390,13663.427968183,100,33.576113538
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,1823.311821498,27302800,4.538017932,2.328602624,3632.740120831,1652.651010153,99.902954102,7.718147741
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,,109165,2.082663857,5.507920536,10081.110796403,,90.470222473,68.205129183
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2008,2305.696446707,28141701,6.364740177,13.402739645,17192.915450665,3069.075319932,98.630798340,53.951815905
British Virgin Islands,VGB,Latin America & Caribbean,High income,2008,,25604,6.301671614,0.832245722,,,,24.333333969
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2008,,108399,,0,,,100,52.542855399
Vietnam,VNM,East Asia & Pacific,Lower middle income,2008,560.907685803,86707801,1.360812495,39.458993101,3852.182615350,798.255741718,95.208259583,44.208080786
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,,225340,0.423102867,47.603942740,2828.415927229,,33.873973846,36.095159967
Samoa,WSM,East Asia & Pacific,Upper middle income,2008,,183526,0.979060188,45.972221849,5502.633675035,,94.694328308,60.424028269
Kosovo,XKX,Europe & Central Asia,Lower middle income,2008,1267.742103477,1747383,,20.560111880,7234.330228824,2644.526128502,97.794670105,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2008,325.517924606,22356391,0.999238383,0.899876796,4061.241117441,225.349431400,60.386539459,1.039831809
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,2913.130072328,50412129,9.854218952,15.986589711,11518.108320783,4606.629487915,81.9,7.617736524
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2008,592.442723369,13082517,0.165936264,92.182579423,2768.423449278,579.017019431,22.714685440,66.992021979
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2008,661.314784140,13558469,0.573101063,82.031982230,1293.881490512,573.294816694,35.457309723,42.078324932
Aruba,ABW,Latin America & Caribbean,High income,2009,,101453,25.915832947,0.299773816,34682.790124098,,93.354545593,2.333333260
Afghanistan,AFG,South Asia,Low income,2009,,28004331,0.241722682,17.813854756,1474.479477031,,44.854885101,2.067824648
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,514.411353807,22549547,1.232494515,55.748976506,6081.329190332,188.961667390,32.382469177,47.007941591
Albania,ALB,Europe & Central Asia,Upper middle income,2009,732.316681805,2927519,1.495600199,37.216637800,8814.847160307,1835.684072418,100,28.376643049
Andorra,AND,Europe & Central Asia,High income,2009,,84462,6.121652341,17.515948169,,,100,34.042553191
United Arab Emirates,ARE,Middle East & North Africa,High income,2009,7820.254844749,7666393,21.908556084,0.106410818,58822.146137623,10966.434932308,100,4.452830051
Argentina,ARG,Latin America & Caribbean,High income,2009,1850.861533355,40799407,4.410889894,8.574061175,16618.120852378,2708.936431355,98.363365173,10.565317957
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,903.546512755,2888584,1.509411878,7.800556095,6323.578336055,1661.021455495,99.519813538,11.633298637
American Samoa,ASM,East Asia & Pacific,Upper middle income,2009,,56227,,0,,,,88.75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,,93581,5.446757355,0,20271.086222945,,93.764198303,22.272727706
Australia,AUS,East Asia & Pacific,High income,2009,5862.551943831,21691700,18.200181959,7.112827151,40234.417918342,10791.593097821,100,16.153625867
Austria,AUT,Europe & Central Asia,High income,2009,3798.151168305,8343323,7.518751102,30.514388987,40919.150577558,7944.796096232,100,46.721887699
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,1334.166178341,8947243,3.565668218,3.269144729,14900.508664252,1620.387419901,99.884735107,11.886422428
Burundi,BDI,Sub-Saharan Africa,Low income,2009,,8489031,0.022462399,96.919665960,690.440883501,,5.341904163,9.291277496
Belgium,BEL,Europe & Central Asia,High income,2009,5196.581982686,10796493,9.249615685,4.833459354,38001.990922733,7903.955478876,100,22.450461948
Benin,BEN,Sub-Saharan Africa,Low income,2009,384.447180265,8944706,0.521063185,52.827843477,1773.168783478,87.873206788,31.926792145,40.892160341
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,,15141099,0.127633338,83.597208677,1347.579241671,,14.410441399,20.866228070
Bangladesh,BGD,South Asia,Lower middle income,2009,187.260042404,150454708,0.357158767,43.689116994,2264.871498589,219.242059212,53.632854462,11.097795003
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,2351.655053306,7444443,5.731193724,11.660173793,14146.175892907,4483.747138638,100,34.264923073
Bahrain,BHR,Middle East & North Africa,High income,2009,10339.600971791,1185029,23.811708405,0,39412.167408651,17460.332194402,100,0.671052619
"Bahamas, The",BHS,Latin America & Caribbean,High income,2009,,354856,4.629528598,1.915094489,28325.878682726,,99.182266235,51.448551449
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,1659.513884867,3746561,5.526103005,17.434826986,9004.909866773,2883.444310662,99.725402832,42.67578125
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,2790.137339042,9506765,6.439684267,6.778641202,14575.966060444,3298.703607379,100,41.980082786
Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,,313929,1.868957631,26.617188635,7548.803627850,,90.772811890,61.219642435
Bermuda,BMU,North America,High income,2009,,65636,7.262934975,2.608358993,55320.161710828,,100,18.518518191
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,601.308589995,9758748,1.433545061,19.992220732,5108.873593616,553.657087979,86.765597,52.352995477
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,1233.753632373,194895996,1.883811784,49.113723036,13212.378465731,2185.745262822,98.856938,59.835464290
Barbados,BRB,Latin America & Caribbean,High income,2009,,278470,5.807257514,9.380154784,15918.986225435,,100,14.651163234
Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,7928.681613041,383772,20.486247043,0,76964.317772393,8843.792668564,100,72.447815520
Bhutan,BTN,South Asia,Lower middle income,2009,,714458,0.544051575,92.606017619,5664.127805161,,74.461647034,70.712809034
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,993.871351929,1979882,1.900285977,28.276742386,11843.473812896,1716.768979161,45.679027557,20.237856458
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,,4404230,0.057449997,80.579257921,836.011042410,,9.888433456,35.737262206
Canada,CAN,North America,High income,2009,7797.196259098,33628571,15.961560157,22.701257361,38791.074685748,15450.879551201,100,38.198320835
Switzerland,CHE,Europe & Central Asia,High income,2009,3481.852845187,7743831,5.377973641,20.753872890,51759.752744693,8021.223603666,100,31.162060785
Channel Islands,CHI,Europe & Central Asia,High income,2009,,158603,,,,,100,4.040404256
Chile,CHL,Latin America & Caribbean,High income,2009,1754.223342640,16829442,3.969555616,31.525457845,16226.206932614,3307.655714313,99.593662,21.778752649
China,CHN,East Asia & Pacific,Upper middle income,2009,1778.433518621,1331260000,6.010102433,13.911962275,8374.432271124,2612.456620044,99.115646362,21.207129913
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2009,470.341987100,19936366,0.283812055,73.672936716,2612.063868692,201.741882146,56.897113800,32.715095568
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,355.795878676,19432541,0.346083304,79.093464794,2817.987653640,269.805168557,51.715255737,42.596941042
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2009,306.741200269,62409435,0.028027156,97.018891066,616.850051939,106.858842737,12.158015251,68.126598994
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2009,361.913782597,4253712,0.410345599,56.387715474,4760.444498310,141.053273000,37.1,65.660322108
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,676.044271534,45416181,1.599905659,29.554610414,10120.587962351,1049.978200501,96.057229,53.130717666
Comoros,COM,Sub-Saharan Africa,Low income,2009,,673252,0.196081111,49.819098649,2317.696414579,,60.707881927,21.278880804
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2009,,496963,1.055171109,26.161686894,5620.539317289,,76.145957947,21.039702460
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,1016.184657628,4488263,1.760677795,42.266809587,12141.934981211,1858.402682730,99.409804,50.571875268
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,1008.401214214,11318602,2.641408453,16.124210359,,1323.926753498,99.857330322,27.104472003
Curacao,CUW,Latin America & Caribbean,High income,2009,15608.494003392,146833,,0.248549943,,7423.399372076,100,
Cayman Islands,CYM,Latin America & Caribbean,High income,2009,,54279,10.268870097,0,51262.268580116,,100,52.916665872
Cyprus,CYP,Europe & Central Asia,High income,2009,2299.810759911,1098076,7.386924038,5.978516167,33882.096467634,4577.096667262,100,18.705627309
Czech Republic,CZE,Europe & Central Asia,High income,2009,4034.743510493,10443936,10.308321786,10.214162044,27594.346859393,6139.352060373,100,34.368932039
Germany,DEU,Europe & Central Asia,High income,2009,3790.501151573,81902307,8.818595562,9.630061570,37035.780029273,6817.158398237,100,32.712773587
Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,,836840,0.552127049,33.312979922,,,53.592414856,0.241587571
Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,,71229,1.853346249,8.163871468,9833.78947977,,93.379692078,59.906667074
Denmark,DNK,Europe & Central Asia,High income,2009,3329.211067345,5523095,8.058895601,19.342763931,40332.451417231,6219.701091508,100,13.698325965
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,733.558100027,9767758,2.070810108,17.550067626,10078.870137514,1299.786501672,97.85776,36.928172221
Algeria,DZA,Middle East & North Africa,Upper middle income,2009,1149.374185130,35465760,3.423011434,0.311808049,12242.178137001,863.085973626,98.827674866,0.773216210
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,792.542784748,14691275,2.455104271,13.299505089,8889.213525878,1111.203758694,96.470862,52.425068606
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2009,896.785585045,82465022,2.506935110,5.762878613,9256.562786597,1512.459427950,99.379463196,0.069717215
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,167.458716656,4310334,0.119104459,81.806095328,1366.590931149,60.320151524,38.618595123,15.211881430
Spain,ESP,Europe & Central Asia,High income,2009,2757.691411585,46362946,6.216973378,12.217947292,32385.206318011,5652.595932968,100,36.205389820
Estonia,EST,Europe & Central Asia,High income,2009,3648.978842501,1334515,10.914320184,24.088768704,20498.706061323,5975.953810935,100,52.786036746
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,485.692892663,85416253,0.077619139,94.604842152,948.224952300,42.064593960,23.389411926,12.436799805
Finland,FIN,Europe & Central Asia,High income,2009,6268.300545190,5338871,9.955194272,32.598731568,37823.229188178,15243.110387945,100,73.060217177
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,,851967,0.929697981,34.985317275,6976.983702641,,88.068290710,54.393542394
France,FRA,Europe & Central Asia,High income,2009,3913.457397312,64707044,5.438356727,11.222006214,34678.941582701,7338.041898499,100,29.789411191
Faroe Islands,FRO,Europe & Central Asia,High income,2009,,48517,11.866335511,5.123149803,,,100,0.057306586
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2009,,103960,1.552020008,1.146705141,3117.741846094,,62.376739502,91.571426392
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,2851.200627192,1586754,2.678457404,88.095753579,14347.168014803,932.091552944,83.887413025,85.380525478
United Kingdom,GBR,Europe & Central Asia,High income,2009,3145.585662083,62276270,7.574622131,3.383031663,34589.566599361,5643.128594567,100,12.612738818
